flow_key,total_bytes,incoming_bytes,outgoing_bytes,max_packet_length_bytes,min_packet_length_bytes,total_packets,incoming_packets,current_pkt_len,iat_sum,iat_max,ttl,label
"('172.16.48.81', '52.114.112.71', 50039, 3480, 17)",52626,33226,19400,1223,119,50,32,1223,128.53741645812988,39.867401123046875,128,video
"('172.16.48.81', '52.114.112.71', 50013, 3479, 17)",8743,4107,4636,222,114,50,25,195,476.1960506439209,20.534753799438477,128,voice
"('172.16.48.81', '52.114.112.71', 50039, 3480, 17)",54974,34332,20642,1223,119,50,32,1178,78.58395576477051,53.65157127380371,128,video
"('172.16.48.81', '52.114.112.71', 50039, 3480, 17)",55316,29877,25439,1231,119,50,28,1132,99.6396541595459,39.53862190246582,128,video
"('172.16.48.81', '52.114.112.71', 50039, 3480, 17)",53535,34996,18539,1214,119,50,32,1184,109.78484153747559,43.84899139404297,116,video
"('172.16.48.81', '52.114.112.71', 50039, 3480, 17)",52632,31215,21417,1196,119,50,30,119,129.84037399291992,45.5319881439209,116,video
"('172.16.48.81', '52.114.112.71', 50039, 3480, 17)",54550,42956,11594,1214,119,50,39,1203,106.44793510437012,45.73416709899902,116,video
"('172.16.48.81', '52.114.112.71', 50013, 3479, 17)",7720,4594,3126,207,91,50,28,138,546.1909770965576,28.840303421020508,128,voice
"('172.16.48.81', '52.114.112.71', 50039, 3480, 17)",52208,23764,28444,1229,114,50,24,1148,109.56382751464844,41.42308235168457,116,video
"('172.16.48.81', '52.114.112.71', 50039, 3480, 17)",53186,34240,18946,1210,119,50,32,1196,101.41444206237793,39.28399085998535,116,video
"('172.16.48.81', '52.114.112.71', 50039, 3480, 17)",54446,44039,10407,1193,119,50,40,1184,78.66358757019043,48.63095283508301,116,video
"('172.16.48.81', '52.114.112.71', 50039, 3480, 17)",53171,29534,23637,1240,119,50,29,1240,89.83516693115234,44.63601112365723,116,video
"('172.16.48.81', '52.114.112.71', 50039, 3480, 17)",52409,31582,20827,1240,119,50,32,1121,100.01683235168457,35.58921813964844,128,video
"('172.16.48.81', '52.114.112.71', 50039, 3480, 17)",53325,32191,21134,1227,119,50,30,1207,115.21601676940918,60.15753746032715,116,video
"('172.16.48.81', '52.114.112.71', 50039, 3480, 17)",52513,28995,23518,1207,119,50,28,1112,106.53567314147949,45.1812744140625,116,video
"('172.16.48.81', '52.114.112.71', 50039, 3480, 17)",52161,37862,14299,1226,119,50,37,1115,123.32534790039062,44.99626159667969,116,video
"('172.16.48.81', '52.114.112.71', 50039, 3480, 17)",52795,27297,25498,1242,119,50,27,1127,105.52024841308594,38.538217544555664,116,video
"('172.16.48.81', '52.114.112.71', 50039, 3480, 17)",54437,34166,20271,1223,119,50,31,1223,103.59835624694824,44.04950141906738,116,video
"('172.16.48.81', '52.114.112.71', 50039, 3480, 17)",53443,39897,13546,1234,119,50,38,1234,86.05313301086426,40.010929107666016,128,video
"('172.16.48.81', '52.114.112.71', 50039, 3480, 17)",51573,27428,24145,1231,114,50,27,1191,125.91838836669922,44.652700424194336,116,video
"('172.16.48.81', '52.114.112.71', 50013, 3479, 17)",8923,1529,7394,208,79,50,12,200,1322.8390216827393,434.95750427246094,116,voice
"('172.16.48.81', '52.114.112.71', 50039, 3480, 17)",53788,38012,15776,1211,119,50,36,1161,119.35567855834961,41.2297248840332,128,video
"('172.16.48.81', '52.114.112.71', 50039, 3480, 17)",53442,31420,22022,1241,119,50,30,1147,100.13818740844727,33.57100486755371,116,video
"('172.16.48.81', '52.114.112.71', 50039, 3480, 17)",53799,42583,11216,1233,119,50,40,1211,113.59214782714844,49.91436004638672,116,video
"('172.16.48.81', '52.114.112.71', 50039, 3480, 17)",55400,27180,28220,1242,119,50,25,1192,86.23838424682617,60.73117256164551,116,video
"('172.16.48.81', '52.114.112.71', 50039, 3480, 17)",52164,29281,22883,1241,119,50,29,119,86.17615699768066,49.573421478271484,116,video
"('172.16.48.81', '52.114.112.71', 50039, 3480, 17)",52180,30571,21609,1207,119,50,30,1157,114.00270462036133,49.43990707397461,116,video
"('172.16.48.81', '52.114.112.71', 50039, 3480, 17)",55153,41498,13655,1230,119,50,38,1166,104.92610931396484,48.821449279785156,116,video
"('172.16.48.81', '52.114.112.71', 50039, 3480, 17)",55159,39359,15800,1231,119,50,35,1213,98.56104850769043,43.18857192993164,116,video
"('172.16.48.81', '52.114.112.71', 50039, 3480, 17)",54782,34559,20223,1214,119,50,32,1214,82.60965347290039,50.01211166381836,128,video
"('172.16.48.81', '52.114.112.71', 50039, 3480, 17)",50678,38695,11983,1223,114,50,36,1180,108.1697940826416,36.77225112915039,116,video
"('172.16.48.81', '52.114.112.71', 50013, 3479, 17)",9649,0,9649,213,179,50,0,198,979.8843860626221,28.69868278503418,128,voice
"('172.16.48.81', '52.114.112.71', 50039, 3480, 17)",53662,27852,25810,1180,119,50,27,1148,100.5558967590332,38.41090202331543,128,video
"('172.16.48.81', '52.114.112.71', 50039, 3480, 17)",53849,17907,35942,1191,119,50,18,1177,73.28939437866211,53.832292556762695,116,video
"('172.16.48.81', '52.114.112.71', 50039, 3480, 17)",50392,36168,14224,1175,119,50,37,119,119.0955638885498,34.87849235534668,116,video
"('172.16.48.81', '52.114.112.71', 50039, 3480, 17)",51715,30350,21365,1182,119,50,30,1123,105.25131225585938,39.89148139953613,116,video
"('172.16.48.81', '52.114.112.71', 50039, 3480, 17)",52673,33533,19140,1181,119,50,32,1181,109.80439186096191,48.58279228210449,116,video
"('172.16.48.81', '52.114.112.71', 50039, 3480, 17)",52222,34492,17730,1234,117,50,34,1230,101.57346725463867,45.0291633605957,128,video
"('172.16.48.81', '52.114.112.71', 50039, 3480, 17)",57606,55139,2467,1230,119,50,47,1170,26.726722717285156,12.539386749267578,116,video
"('172.16.48.81', '52.114.112.71', 50039, 3480, 17)",53592,30273,23319,1207,119,50,29,1094,83.01162719726562,25.13265609741211,128,video
"('172.16.48.81', '52.114.112.71', 50039, 3480, 17)",54609,27477,27132,1219,119,50,25,1180,108.12497138977051,45.46928405761719,116,video
"('172.16.48.81', '52.114.112.71', 50039, 3480, 17)",52696,36254,16442,1188,119,50,35,1110,83.43815803527832,33.56623649597168,116,video
"('172.16.48.81', '52.114.112.71', 50013, 3479, 17)",9300,204,9096,208,90,50,2,152,913.0227565765381,28.51724624633789,128,voice
"('172.16.48.81', '52.114.112.71', 50039, 3480, 17)",51775,22749,29026,1232,119,50,23,1109,115.78536033630371,42.08087921142578,116,video
"('172.16.48.81', '52.114.112.71', 50039, 3480, 17)",52027,39045,12982,1209,114,50,38,1209,95.4592227935791,39.06369209289551,116,video
"('172.16.48.81', '52.114.112.71', 50039, 3480, 17)",52714,29275,23439,1205,119,50,28,1108,99.68924522399902,33.59484672546387,116,video
"('172.16.48.81', '52.114.112.71', 50039, 3480, 17)",51287,37283,14004,1234,119,50,37,1234,129.14705276489258,50.567626953125,116,video
"('172.16.48.81', '52.114.112.71', 50039, 3480, 17)",53813,30177,23636,1234,119,50,28,1096,85.72673797607422,39.101600646972656,116,video
"('172.16.48.81', '52.114.112.71', 50039, 3480, 17)",53331,33048,20283,1212,119,50,31,1166,125.05888938903809,50.29129981994629,116,video
"('172.16.48.81', '52.114.112.71', 50039, 3480, 17)",50693,40246,10447,1231,119,50,39,127,137.70222663879395,30.815601348876953,116,video
"('172.16.48.81', '52.114.112.71', 50039, 3480, 17)",54076,26186,27890,1222,119,50,25,1215,126.06501579284668,54.51035499572754,128,video
"('172.16.48.81', '52.114.112.71', 50039, 3480, 17)",56447,30608,25839,1234,119,50,28,1196,71.46215438842773,38.033246994018555,128,video
"('172.16.48.81', '52.114.112.71', 50039, 3480, 17)",55737,35854,19883,1236,119,50,32,1236,120.77641487121582,35.867929458618164,116,video
"('172.16.48.81', '52.114.112.71', 50039, 3480, 17)",53691,32906,20785,1236,119,50,32,1147,99.72119331359863,35.852670669555664,128,video
"('172.16.48.81', '52.114.112.71', 50039, 3480, 17)",51888,26166,25722,1233,114,50,26,1233,115.01383781433105,51.21040344238281,116,video
"('172.16.48.81', '52.114.112.71', 50039, 3480, 17)",55268,42424,12844,1233,119,50,38,1146,99.88284111022949,35.70556640625,116,video
"('172.16.48.81', '52.114.112.71', 50039, 3480, 17)",54579,32704,21875,1229,119,50,30,1229,81.94518089294434,39.05510902404785,116,video
"('172.16.48.81', '52.114.112.71', 50039, 3480, 17)",53233,34926,18307,1229,119,50,34,1227,102.97918319702148,30.72357177734375,128,video
"('172.16.48.81', '52.114.112.71', 50039, 3480, 17)",53936,28141,25795,1227,119,50,26,1184,119.15826797485352,63.74549865722656,116,video
"('172.16.48.81', '52.114.112.71', 50039, 3480, 17)",54308,41410,12898,1184,119,50,38,1180,90.93451499938965,35.75730323791504,116,video
"('172.16.48.81', '52.114.112.71', 50039, 3480, 17)",55653,30789,24864,1242,119,50,28,1223,90.72160720825195,31.037569046020508,116,video
"('172.16.48.81', '52.114.112.71', 50039, 3480, 17)",54398,33353,21045,1230,119,50,31,1230,138.33379745483398,55.129289627075195,116,video
"('172.16.48.81', '52.114.112.71', 50039, 3480, 17)",53622,37539,16083,1230,119,50,36,119,120.0096607208252,49.208879470825195,128,video
"('172.16.48.81', '52.114.112.71', 50039, 3480, 17)",54538,29513,25025,1242,119,50,28,127,100.01659393310547,34.786224365234375,116,video
"('172.16.48.81', '52.114.112.71', 50039, 3480, 17)",51039,34520,16519,1205,119,50,33,1173,104.6137809753418,33.63919258117676,116,video
"('172.16.48.81', '52.114.112.71', 50039, 3480, 17)",53144,30545,22599,1190,114,50,30,1154,98.51980209350586,40.808677673339844,128,video
"('172.16.48.81', '52.114.112.71', 50013, 3479, 17)",8088,802,7286,262,90,50,7,158,2519.4649696350098,1079.3499946594238,116,voice
"('172.16.48.81', '52.114.112.71', 50039, 3480, 17)",53890,28516,25374,1229,119,50,27,1160,104.45022583007812,42.23895072937012,116,video
"('172.16.48.81', '52.114.112.71', 50039, 3480, 17)",51769,31705,20064,1195,119,50,31,1195,128.55100631713867,32.562971115112305,128,video
"('172.16.48.81', '52.114.112.71', 50039, 3480, 17)",54164,24943,29221,1222,119,50,24,1204,149.1868495941162,44.98767852783203,128,video
"('172.16.48.81', '52.114.112.71', 50039, 3480, 17)",52497,35824,16673,1204,119,50,35,1107,76.40886306762695,29.19626235961914,128,video
"('172.16.48.81', '52.114.112.71', 50039, 3480, 17)",52433,31473,20960,1187,119,50,30,1152,89.97893333435059,28.130769729614258,116,video
"('172.16.48.81', '52.114.112.71', 50039, 3480, 17)",52895,37780,15115,1202,119,50,36,1169,114.12858963012695,34.97123718261719,128,video
"('172.16.48.81', '52.114.112.71', 50039, 3480, 17)",54667,31276,23391,1206,119,50,28,1160,95.51119804382324,31.057357788085938,116,video
"('172.16.48.81', '52.114.112.71', 50039, 3480, 17)",54499,39654,14845,1241,119,50,37,1175,110.8548641204834,35.94541549682617,128,video
"('172.16.48.81', '52.114.112.71', 50039, 3480, 17)",52027,28091,23936,1206,119,50,27,1206,90.05284309387207,41.845083236694336,116,video
"('172.16.48.81', '52.114.112.71', 50039, 3480, 17)",52826,42257,10569,1221,114,50,40,1217,109.94768142700195,39.83736038208008,116,video
"('172.16.48.81', '52.114.112.71', 50039, 3480, 17)",53970,31099,22871,1223,119,50,29,1151,89.74742889404297,43.48349571228027,116,video
"('172.16.48.81', '52.114.112.71', 50039, 3480, 17)",53145,37090,16055,1230,119,50,34,1215,125.22339820861816,53.62105369567871,116,video
"('172.16.48.81', '52.114.112.71', 50013, 3479, 17)",9614,442,9172,214,114,50,3,189,1236.854076385498,329.326868057251,116,voice
"('172.16.48.81', '52.114.112.71', 50039, 3480, 17)",54212,26909,27303,1215,119,50,26,1130,70.61648368835449,65.27352333068848,128,video
"('172.16.48.81', '52.114.112.71', 50039, 3480, 17)",54191,28850,25341,1221,119,50,27,119,165.13681411743164,67.20542907714844,116,video
"('172.16.48.81', '52.114.112.71', 50039, 3480, 17)",54875,43906,10969,1232,119,50,40,1232,98.04010391235352,33.55550765991211,116,video
"('172.16.48.81', '52.114.112.71', 50039, 3480, 17)",54552,23071,31481,1239,119,50,22,119,91.29500389099121,47.635555267333984,116,video
"('172.16.48.81', '52.114.112.71', 50039, 3480, 17)",52569,25851,26718,1217,127,50,25,127,170.7158088684082,65.62972068786621,116,video
"('172.16.48.81', '52.114.112.71', 50039, 3480, 17)",53514,37208,16306,1229,119,50,35,1205,64.68391418457031,45.00317573547363,128,video
"('172.16.48.81', '52.114.112.71', 50039, 3480, 17)",54556,36000,18556,1241,119,50,34,1177,90.66629409790039,34.683942794799805,128,video
"('172.16.48.81', '52.114.112.71', 50039, 3480, 17)",51855,39434,12421,1215,114,50,37,1147,117.22803115844727,43.81561279296875,116,video
"('172.16.48.81', '52.114.112.71', 50039, 3480, 17)",53595,32637,20958,1223,119,50,30,1124,127.59971618652344,43.67828369140625,128,video
"('172.16.48.81', '52.114.112.71', 50013, 3479, 17)",8925,114,8811,207,114,50,1,114,960.3514671325684,29.536724090576172,128,voice
"('172.16.48.81', '52.114.112.71', 50039, 3480, 17)",50174,37855,12319,1200,119,50,38,119,124.79186058044434,50.47869682312012,128,video
"('172.16.48.81', '52.114.112.71', 50039, 3480, 17)",54558,29231,25327,1220,119,50,27,1215,84.77210998535156,36.568641662597656,116,video
"('172.16.48.81', '52.114.112.71', 50039, 3480, 17)",54699,35852,18847,1228,119,50,33,1222,73.63581657409668,35.562753677368164,128,video
"('172.16.48.81', '52.114.112.71', 50039, 3480, 17)",52899,24557,28342,1224,119,50,24,1224,89.62202072143555,28.560400009155273,128,video
"('172.16.48.81', '52.114.112.71', 50039, 3480, 17)",53886,41499,12387,1226,119,50,39,1151,113.85869979858398,39.769887924194336,116,video
"('172.16.48.81', '52.114.112.71', 50039, 3480, 17)",55574,25416,30158,1216,119,50,23,1203,86.12251281738281,45.395612716674805,116,video
"('172.16.48.81', '52.114.112.71', 50039, 3480, 17)",52805,37644,15161,1203,119,50,35,1174,112.6854419708252,33.11800956726074,116,video
"('172.16.48.81', '52.114.112.71', 50039, 3480, 17)",52144,33571,18573,1241,119,50,33,1236,128.81159782409668,39.63947296142578,128,video
"('172.16.48.81', '52.114.112.71', 50039, 3480, 17)",54345,35657,18688,1236,114,50,33,1183,117.6915168762207,38.873910903930664,128,video
"('172.16.48.81', '52.114.112.71', 50039, 3480, 17)",55940,32819,23121,1232,119,50,29,1181,90.03710746765137,49.35956001281738,116,video
"('172.16.48.81', '52.114.112.71', 50039, 3480, 17)",53101,31490,21611,1206,119,50,31,119,119.37403678894043,41.46528244018555,128,video
"('172.16.48.81', '52.114.112.71', 50039, 3480, 17)",53540,31405,22135,1226,119,50,30,1166,100.72588920593262,46.90861701965332,116,video
"('172.16.48.81', '52.114.112.71', 50039, 3480, 17)",55065,47145,7920,1231,119,50,42,1202,114.35484886169434,35.715579986572266,116,video
"('172.16.48.81', '52.114.112.71', 50052, 3481, 17)",6848,2836,4012,158,114,50,24,146,21281.946659088135,1098.9999771118164,116,video
"('172.16.48.81', '52.114.112.71', 50039, 3480, 17)",53092,31815,21277,1205,119,50,30,1147,75.41489601135254,33.72597694396973,116,video
"('172.16.48.81', '52.114.112.71', 50039, 3480, 17)",51701,32296,19405,1229,119,50,32,1137,135.95223426818848,45.685529708862305,116,video
"('172.16.48.81', '52.114.112.71', 50039, 3480, 17)",52323,31430,20893,1228,119,50,31,1158,153.87988090515137,46.2493896484375,116,video
"('172.16.48.81', '52.114.112.71', 50039, 3480, 17)",55012,26458,28554,1229,119,50,24,1229,89.97583389282227,68.42851638793945,116,video
"('172.16.48.81', '52.114.112.71', 50013, 3479, 17)",8997,328,8669,262,91,50,2,185,1839.3659591674805,551.7396926879883,128,voice
"('172.16.48.81', '52.114.112.71', 50039, 3480, 17)",52553,40268,12285,1229,119,50,39,1095,70.39904594421387,35.97593307495117,116,video
"('172.16.48.81', '52.114.112.71', 50039, 3480, 17)",51671,20574,31097,1241,114,50,22,127,129.90403175354004,34.534454345703125,116,video
"('172.16.48.81', '52.114.112.71', 50039, 3480, 17)",54147,37935,16212,1237,119,50,36,1104,79.81157302856445,42.4351692199707,116,video
"('172.16.48.81', '52.114.112.71', 50039, 3480, 17)",52773,32227,20546,1227,119,50,31,1227,110.6574535369873,50.23360252380371,116,video
"('172.16.48.81', '52.114.112.71', 50039, 3480, 17)",53020,32638,20382,1227,119,50,31,1224,125.79512596130371,48.97308349609375,128,video
"('172.16.48.81', '52.114.112.71', 50039, 3480, 17)",55302,38291,17011,1224,119,50,35,1179,102.57625579833984,33.5845947265625,128,video
"('172.16.48.81', '52.114.112.71', 50039, 3480, 17)",54708,44809,9899,1221,119,50,41,1146,100.83961486816406,45.30739784240723,116,video
"('172.16.48.81', '52.114.112.71', 50039, 3480, 17)",53138,24996,28142,1228,119,50,25,1098,84.90991592407227,44.64983940124512,116,video
"('172.16.48.81', '52.114.112.71', 50039, 3480, 17)",52555,28622,23933,1211,119,50,28,1154,130.19108772277832,37.802696228027344,116,video
"('172.16.48.81', '52.114.112.71', 50013, 3479, 17)",9668,114,9554,209,114,50,1,199,947.8623867034912,28.80263328552246,128,voice
"('172.16.48.81', '52.114.112.71', 50039, 3480, 17)",52825,39607,13218,1193,119,50,37,1110,106.94432258605957,35.46905517578125,116,video
"('172.16.48.81', '52.114.112.71', 50039, 3480, 17)",51338,31495,19843,1188,119,50,32,1094,91.92752838134766,34.10172462463379,128,video
"('172.16.48.81', '52.114.112.71', 50039, 3480, 17)",49767,27552,22215,1224,114,50,28,1224,130.15174865722656,40.42482376098633,116,video
"('172.16.48.81', '52.114.112.71', 50039, 3480, 17)",54918,44655,10263,1234,119,50,40,1158,80.11913299560547,24.834632873535156,116,video
"('172.16.48.81', '52.114.112.71', 50039, 3480, 17)",53006,31911,21095,1195,119,50,30,1194,74.39494132995605,31.2652587890625,128,video
"('172.16.48.81', '52.114.112.71', 50039, 3480, 17)",53193,39411,13782,1235,119,50,37,1208,119.11392211914062,39.43181037902832,116,video
"('172.16.48.81', '52.114.112.71', 50039, 3480, 17)",55084,29359,25725,1227,119,50,28,1218,84.6865177154541,36.76128387451172,128,video
"('172.16.48.81', '52.114.112.71', 50039, 3480, 17)",54968,34575,20393,1218,119,50,31,1163,103.7290096282959,40.412187576293945,116,video
"('172.16.48.81', '52.114.112.71', 50039, 3480, 17)",54737,37092,17645,1208,119,50,34,1140,73.23122024536133,28.765201568603516,128,video
"('172.16.48.81', '52.114.112.71', 50013, 3479, 17)",9458,114,9344,203,114,50,1,195,948.7569332122803,28.891801834106445,128,voice
"('172.16.48.81', '52.114.112.71', 50039, 3480, 17)",54503,37324,17179,1228,119,50,34,1197,107.24091529846191,50.846099853515625,116,video
"('172.16.48.81', '52.114.112.71', 50039, 3480, 17)",53281,30659,22622,1197,119,50,29,1185,69.31471824645996,27.59718894958496,128,video
"('172.16.48.81', '52.114.112.71', 50039, 3480, 17)",53031,39989,13042,1203,119,50,37,1194,123.68345260620117,29.867887496948242,116,video
"('172.16.48.81', '52.114.112.71', 50044, 3481, 17)",7116,2864,4252,182,114,50,24,114,22000.71620941162,1102.109432220459,128,video
"('172.16.48.81', '52.114.112.71', 50039, 3480, 17)",51959,31750,20209,1211,119,50,31,158,124.24564361572266,30.23672103881836,128,video
"('172.16.48.81', '52.114.112.71', 50039, 3480, 17)",52481,28062,24419,1222,114,50,28,1143,89.9665355682373,35.39872169494629,128,video
"('172.16.48.81', '52.114.112.71', 50039, 3480, 17)",54486,30399,24087,1229,119,50,28,1146,124.05586242675781,33.233642578125,116,video
