flow_key,total_bytes,incoming_bytes,outgoing_bytes,max_packet_length_bytes,min_packet_length_bytes,total_packets,incoming_packets,current_pkt_len,iat_sum,iat_max,ttl,label
"('172.16.48.81', '52.114.112.71', 50039, 3480, 17)",52535,30009,22526,1234,119,50,29,1135,114.38989639282227,29.975414276123047,116,video
"('172.16.48.81', '52.114.112.71', 50039, 3480, 17)",53666,40508,13158,1197,119,50,37,1197,95.97992897033691,30.244827270507812,116,video
"('172.16.48.81', '52.114.112.71', 50039, 3480, 17)",55760,22239,33521,1238,114,50,21,1238,61.68866157531738,34.97600555419922,116,video
"('172.16.14.247', '224.0.0.251', 5353, 5353, 17)",13441,13441,0,421,164,50,50,421,229052.3886680603,22119.747400283813,255,other
"('172.16.48.81', '52.114.112.71', 50039, 3480, 17)",54227,34852,19375,1238,119,50,33,1119,97.78666496276855,30.079364776611328,128,video
"('172.16.48.81', '52.114.112.71', 50039, 3480, 17)",52037,33291,18746,1169,119,50,32,1156,115.65518379211426,44.60549354553223,116,video
"('172.16.48.81', '52.114.112.71', 50039, 3480, 17)",53390,36867,16523,1189,119,50,34,1151,123.85845184326172,30.788421630859375,116,video
"('172.16.48.81', '52.114.112.71', 50039, 3480, 17)",52311,33731,18580,1201,119,50,33,1201,114.81523513793945,52.09016799926758,128,video
"('172.16.48.81', '52.114.112.71', 50039, 3480, 17)",52696,34751,17945,1229,119,50,32,1141,105.3006649017334,29.56676483154297,116,video
"('172.16.48.81', '52.114.112.71', 50039, 3480, 17)",54344,40526,13818,1234,119,50,37,1217,101.94802284240723,35.03704071044922,116,video
"('172.16.48.81', '52.114.112.71', 50039, 3480, 17)",56002,26434,29568,1233,119,50,25,1162,88.06824684143066,28.951644897460938,128,video
"('172.16.48.81', '52.114.112.71', 50039, 3480, 17)",53569,25553,28016,1238,119,50,25,1238,120.17560005187988,36.066293716430664,116,video
"('172.16.48.81', '52.114.112.71', 50039, 3480, 17)",52963,40085,12878,1238,119,50,38,1142,114.40849304199219,50.44817924499512,128,video
"('172.16.48.81', '52.114.112.71', 50052, 3481, 17)",6856,2990,3866,158,114,50,25,114,19524.99008178711,1099.0021228790283,116,video
"('172.16.48.81', '52.114.112.71', 50039, 3480, 17)",49723,31222,18501,1158,114,50,31,1158,104.82668876647949,39.621591567993164,116,video
"('172.16.48.81', '52.114.112.71', 50039, 3480, 17)",53474,31263,22211,1225,119,50,30,1225,112.69712448120117,34.951210021972656,116,video
"('172.16.48.81', '52.114.112.71', 50039, 3480, 17)",53919,38774,15145,1232,119,50,36,1173,126.29485130310059,34.43145751953125,128,video
"('172.16.48.81', '52.114.112.71', 50039, 3480, 17)",55017,27732,27285,1206,119,50,25,1196,66.96748733520508,29.81114387512207,116,video
"('172.16.48.81', '52.114.112.71', 50039, 3480, 17)",52370,34919,17451,1196,119,50,34,1137,120.85270881652832,39.89553451538086,128,video
"('172.16.48.81', '52.114.112.71', 50039, 3480, 17)",53198,24656,28542,1199,119,50,24,1199,98.7396240234375,31.946897506713867,116,video
"('172.16.48.81', '52.114.112.71', 50039, 3480, 17)",56159,40855,15304,1211,119,50,36,1204,80.22117614746094,43.58363151550293,116,video
"('172.16.48.81', '52.114.112.71', 50039, 3480, 17)",51467,31353,20114,1168,119,50,30,1137,75.10805130004883,27.062177658081055,116,video
"('172.16.48.81', '52.114.112.71', 50039, 3480, 17)",52393,34855,17538,1233,119,50,33,1201,127.38990783691406,33.68544578552246,128,video
"('172.16.48.81', '52.114.112.71', 50039, 3480, 17)",53316,30697,22619,1201,119,50,30,1185,143.89491081237793,40.35377502441406,128,video
"('172.16.48.81', '52.114.112.71', 50039, 3480, 17)",52126,31844,20282,1209,114,50,30,1209,63.76957893371582,25.257110595703125,116,video
"('172.16.48.81', '52.114.112.71', 50013, 3479, 17)",7919,1043,6876,262,79,50,9,140,2580.936908721924,877.122163772583,116,voice
"('172.16.48.81', '52.114.112.71', 50039, 3480, 17)",51964,36992,14972,1236,119,50,36,1236,130.94401359558105,35.71915626525879,128,video
"('172.16.48.81', '52.114.112.71', 50039, 3480, 17)",54179,35559,18620,1236,119,50,34,1231,138.14425468444824,49.08156394958496,128,video
"('172.16.48.81', '52.114.112.71', 50039, 3480, 17)",56497,29278,27219,1232,119,50,26,1230,111.33766174316406,44.438838958740234,116,video
"('172.16.48.81', '52.114.112.71', 50039, 3480, 17)",57030,47155,9875,1230,119,50,41,1176,64.96858596801758,30.4563045501709,116,video
"('172.16.48.81', '52.114.112.71', 50039, 3480, 17)",53901,40363,13538,1223,119,50,37,1182,64.04376029968262,26.275157928466797,128,video
"('172.16.48.81', '52.114.112.71', 50039, 3480, 17)",53712,31023,22689,1205,119,50,29,1179,144.29855346679688,48.57587814331055,128,video
"('172.16.48.81', '52.114.112.71', 50039, 3480, 17)",55536,29894,25642,1227,119,50,28,1116,73.84705543518066,23.911237716674805,128,video
"('172.16.48.81', '52.114.112.71', 50039, 3480, 17)",52275,39330,12945,1181,119,50,38,1116,112.68734931945801,30.263900756835938,116,video
"('172.16.48.81', '52.114.112.71', 50039, 3480, 17)",55034,27882,27152,1232,119,50,26,1214,107.96689987182617,35.21561622619629,116,video
"('172.16.48.81', '52.114.112.71', 50039, 3480, 17)",52947,41751,11196,1224,119,50,38,1196,101.69219970703125,39.74008560180664,116,video
"('172.16.48.81', '52.114.112.71', 50039, 3480, 17)",53386,28602,24784,1220,114,50,28,1143,87.89730072021484,39.78848457336426,128,video
"('172.16.48.81', '52.114.112.71', 50039, 3480, 17)",51520,28951,22569,1222,119,50,29,1083,140.10143280029297,34.807682037353516,116,video
"('172.16.48.81', '52.114.112.71', 50039, 3480, 17)",51641,32652,18989,1189,119,50,32,1083,135.05029678344727,49.855947494506836,116,video
"('172.16.48.81', '52.114.112.71', 50039, 3480, 17)",52423,29603,22820,1213,119,50,29,1193,100.73375701904297,35.86316108703613,116,video
"('172.16.48.81', '52.114.112.71', 50039, 3480, 17)",55058,35132,19926,1238,119,50,33,119,101.12714767456055,40.726661682128906,116,video
"('172.16.48.81', '52.114.112.71', 50039, 3480, 17)",55191,28520,26671,1221,119,50,26,1221,77.34823226928711,36.91244125366211,116,video
"('172.16.41.90', '224.0.0.251', 5353, 5353, 17)",9626,9626,0,486,82,50,50,87,256197.25513458252,20166.00799560547,255,other
"('172.16.48.81', '52.114.112.71', 50039, 3480, 17)",53233,36101,17132,1233,119,50,33,1136,118.40462684631348,36.82088851928711,116,video
"('172.16.48.81', '52.114.112.71', 50039, 3480, 17)",52224,34639,17585,1171,119,50,34,1142,99.01809692382812,24.953603744506836,128,video
"('172.16.48.81', '52.114.112.71', 50039, 3480, 17)",51983,27727,24256,1192,119,50,27,1192,120.08523941040039,34.71875190734863,116,video
"('172.16.48.81', '52.114.112.71', 50039, 3480, 17)",53778,43741,10037,1219,119,50,40,158,104.2633056640625,30.061721801757812,116,video
"('172.16.48.81', '52.114.112.71', 50039, 3480, 17)",51626,31849,19777,1221,114,50,32,1196,97.06783294677734,29.778242111206055,128,video
"('172.16.48.81', '52.114.112.71', 50039, 3480, 17)",55344,22761,32583,1214,119,50,21,1186,111.91153526306152,45.1505184173584,116,video
"('172.16.48.81', '52.114.112.71', 50039, 3480, 17)",54450,39504,14946,1240,119,50,37,1175,89.40005302429199,35.26139259338379,128,video
"('172.16.48.81', '52.114.112.71', 50039, 3480, 17)",52492,32720,19772,1231,119,50,32,127,135.24723052978516,45.0592041015625,116,video
"('172.16.36.83', '224.0.0.251', 5353, 5353, 17)",14852,14852,0,486,107,50,50,136,441546.5281009674,140696.30098342896,255,other
"('172.16.48.81', '52.114.112.71', 50039, 3480, 17)",53155,39901,13254,1190,119,50,37,1190,107.1634292602539,41.051626205444336,116,video
"('172.16.48.81', '52.114.112.71', 50039, 3480, 17)",53900,31405,22495,1190,119,50,30,1162,101.6390323638916,45.716285705566406,128,video
"('172.16.48.81', '52.114.112.71', 50039, 3480, 17)",54548,30682,23866,1209,119,50,28,1181,90.20638465881348,34.81173515319824,116,video
"('172.16.48.81', '52.114.112.71', 50039, 3480, 17)",54080,38299,15781,1209,119,50,36,1207,104.62260246276855,33.64300727844238,128,video
"('172.16.48.81', '52.114.112.71', 50039, 3480, 17)",53955,30980,22975,1232,119,50,29,1232,105.20482063293457,41.64242744445801,116,video
"('172.16.48.81', '52.114.112.71', 50039, 3480, 17)",55083,41966,13117,1232,119,50,38,1135,100.90851783752441,35.42327880859375,116,video
"('172.16.48.81', '52.114.112.71', 50039, 3480, 17)",50632,24448,26184,1190,114,50,25,119,102.94842720031738,28.91397476196289,116,video
"('172.16.48.81', '52.114.112.71', 50039, 3480, 17)",53319,34120,19199,1202,119,50,32,1202,116.6067123413086,49.89743232727051,116,video
"('172.16.48.81', '52.114.112.71', 50039, 3480, 17)",54421,33816,20605,1218,119,50,32,1218,129.00114059448242,43.45989227294922,128,video
"('172.16.48.81', '52.114.112.71', 50039, 3480, 17)",53749,27438,26311,1218,119,50,26,119,95.83854675292969,35.520315170288086,116,video
"('172.16.48.81', '52.114.112.71', 50039, 3480, 17)",53517,40676,12841,1179,119,50,38,1138,80.53255081176758,26.231050491333008,116,video
"('172.16.48.81', '52.114.112.71', 50039, 3480, 17)",51504,29244,22260,1160,119,50,29,1156,95.02816200256348,30.198335647583008,116,video
"('172.16.48.81', '52.114.112.71', 50039, 3480, 17)",53908,41824,12084,1199,119,50,38,1167,138.97275924682617,54.895877838134766,116,video
"('172.16.48.81', '52.114.112.71', 50039, 3480, 17)",55238,25197,30041,1214,119,50,24,1183,70.62435150146484,25.77376365661621,128,video
"('172.16.48.81', '52.114.112.71', 50039, 3480, 17)",53374,30942,22432,1215,119,50,29,1149,125.35238265991211,34.246206283569336,116,video
"('172.16.48.81', '52.114.112.71', 50039, 3480, 17)",52448,43351,9097,1181,119,50,41,1181,108.6416244506836,34.44647789001465,116,video
"('172.16.48.81', '52.114.112.71', 50039, 3480, 17)",53514,31763,21751,1231,119,50,29,1158,110.98074913024902,35.514116287231445,116,video
"('172.16.48.81', '52.114.112.71', 50039, 3480, 17)",51382,33858,17524,1199,114,50,33,1170,116.22476577758789,30.071020126342773,116,video
"('172.16.48.81', '52.114.112.71', 50039, 3480, 17)",55097,33986,21111,1228,119,50,31,1193,62.70718574523926,30.470609664916992,128,video
"('172.16.48.81', '52.114.112.71', 50039, 3480, 17)",55871,42398,13473,1227,119,50,38,1227,109.9250316619873,50.778865814208984,116,video
"('172.16.48.81', '52.114.112.71', 50039, 3480, 17)",51848,25699,26149,1227,119,50,25,1150,100.6159782409668,33.17546844482422,116,video
"('172.16.48.81', '52.114.112.71', 50039, 3480, 17)",52890,33260,19630,1211,119,50,32,127,121.86884880065918,41.09954833984375,116,video
"('172.16.48.81', '52.114.112.71', 50039, 3480, 17)",53513,30681,22832,1206,119,50,30,1159,118.15690994262695,35.225868225097656,128,video
"('172.16.17.231', '224.0.0.251', 5353, 5353, 17)",11846,11846,0,593,115,50,50,174,255487.21981048584,56729.307413101196,255,other
"('172.16.48.81', '52.114.112.71', 50039, 3480, 17)",54520,35058,19462,1219,119,50,32,1218,115.04220962524414,41.04900360107422,116,video
"('172.16.48.81', '52.114.112.71', 50039, 3480, 17)",53465,35387,18078,1222,119,50,33,1179,104.1111946105957,30.01570701599121,116,video
"('172.16.48.81', '52.114.112.71', 50039, 3480, 17)",53534,32246,21288,1224,119,50,31,1224,111.19985580444336,45.00126838684082,128,video
"('172.16.48.81', '52.114.112.71', 50039, 3480, 17)",55393,34806,20587,1231,119,50,31,1145,79.18024063110352,27.4658203125,116,video
"('172.16.48.81', '52.114.112.71', 50039, 3480, 17)",52520,34771,17749,1192,114,50,33,114,135.98275184631348,45.65000534057617,128,video
"('172.16.48.81', '52.114.112.71', 50013, 3479, 17)",8109,6826,1283,262,90,50,42,90,5502.083301544189,889.4009590148926,128,voice
"('172.16.48.81', '52.114.112.71', 50039, 3480, 17)",55864,33180,22684,1225,119,50,29,1168,56.88023567199707,28.467655181884766,128,video
"('172.16.48.81', '52.114.112.71', 50039, 3480, 17)",54621,38583,16038,1241,119,50,36,1211,130.51867485046387,34.35373306274414,128,video
"('172.16.48.81', '52.114.112.71', 50039, 3480, 17)",54966,33669,21297,1211,119,50,30,1187,62.95466423034668,34.752845764160156,116,video
"('172.16.48.81', '52.114.112.71', 50039, 3480, 17)",53432,35241,18191,1216,119,50,34,1134,117.24567413330078,34.90781784057617,128,video
"('172.16.48.81', '52.114.112.71', 50039, 3480, 17)",54733,28221,26512,1229,119,50,26,1210,99.49898719787598,34.803152084350586,116,video
"('172.16.48.81', '52.114.112.71', 50039, 3480, 17)",52710,35241,17469,1207,119,50,33,1107,62.09921836853027,49.3321418762207,128,video
"('172.16.48.81', '52.123.129.14', 63821, 443, 6)",18350,6987,11363,1514,54,50,27,249,105627.53582000732,45014.355182647705,128,other
"('172.16.48.81', '52.114.112.71', 50039, 3480, 17)",52655,21482,31173,1229,119,50,20,1171,194.82183456420898,67.7337646484375,128,video
"('172.16.48.81', '52.114.112.71', 50013, 3479, 17)",8784,8626,158,194,90,50,49,181,880.1765441894531,31.734704971313477,116,voice
"('172.16.48.81', '52.114.112.71', 50039, 3480, 17)",55489,9909,45580,1224,127,50,9,1158,204.24580574035645,66.28680229187012,128,video
"('172.16.47.171', '224.0.0.251', 5353, 5353, 17)",14989,14989,0,984,87,50,50,201,219645.91598510742,17803.195238113403,255,other
"('172.16.48.81', '52.114.112.71', 50039, 3480, 17)",52726,26444,26282,1235,114,50,25,127,191.71619415283203,72.25608825683594,128,video
"('172.16.48.81', '52.114.112.71', 50039, 3480, 17)",54524,29287,25237,1216,119,50,27,1199,106.08220100402832,54.9471378326416,128,video
"('172.16.48.81', '52.114.112.71', 50039, 3480, 17)",52917,33445,19472,1232,119,50,32,1151,101.48429870605469,29.991865158081055,116,video
"('172.16.48.81', '52.114.112.71', 50039, 3480, 17)",51935,33054,18881,1178,119,50,32,119,127.27975845336914,43.6704158782959,128,video
"('172.16.48.81', '52.114.112.71', 50039, 3480, 17)",54473,29267,25206,1232,119,50,27,1200,64.95308876037598,31.068086624145508,116,video
"('172.16.48.81', '52.114.112.71', 50039, 3480, 17)",54310,34445,19865,1232,119,50,32,1232,143.88036727905273,46.51355743408203,128,video
"('172.16.48.81', '52.114.112.71', 50039, 3480, 17)",53797,31505,22292,1232,119,50,31,1174,86.39669418334961,30.057668685913086,128,video
"('172.16.48.81', '52.114.112.71', 50039, 3480, 17)",53720,35911,17809,1228,119,50,33,1218,107.03468322753906,33.94150733947754,116,video
"('172.16.48.81', '52.114.112.71', 50039, 3480, 17)",53973,41480,12493,1242,119,50,39,119,122.78890609741211,34.50655937194824,128,video
"('172.16.48.81', '52.114.112.71', 50039, 3480, 17)",53302,26694,26608,1229,119,50,26,119,104.92277145385742,30.55262565612793,116,video
"('172.16.48.81', '52.114.112.71', 50039, 3480, 17)",51723,38305,13418,1233,114,50,37,1141,95.92890739440918,29.546022415161133,116,video
"('172.16.48.81', '52.114.112.71', 50039, 3480, 17)",52874,23076,29798,1197,119,50,23,1176,98.80876541137695,36.63802146911621,128,video
"('172.16.48.81', '52.114.112.71', 50039, 3480, 17)",53310,40664,12646,1184,119,50,38,1091,88.09065818786621,34.65747833251953,116,video
"('172.16.48.81', '52.114.112.71', 50039, 3480, 17)",53219,23940,29279,1239,119,50,24,1133,100.43478012084961,29.629945755004883,116,video
"('172.16.48.81', '52.114.112.71', 50039, 3480, 17)",53355,36677,16678,1225,119,50,34,1204,117.54560470581055,35.05849838256836,116,video
"('172.16.48.81', '52.114.112.71', 50039, 3480, 17)",54348,31312,23036,1208,119,50,30,1136,91.8121337890625,41.33868217468262,128,video
"('172.16.48.81', '52.114.112.71', 50039, 3480, 17)",54178,29024,25154,1203,119,50,27,1179,96.79841995239258,35.09116172790527,116,video
"('172.16.48.81', '52.114.112.71', 50013, 3479, 17)",12397,10754,1643,1262,79,50,42,210,1982.5537204742432,525.2461433410645,116,voice
"('172.16.48.81', '52.114.112.71', 50039, 3480, 17)",52888,36390,16498,1187,119,50,35,1187,127.73251533508301,45.923709869384766,128,video
"('172.16.48.81', '52.114.112.71', 50039, 3480, 17)",53762,28548,25214,1223,119,50,27,1223,141.8464183807373,50.07576942443848,116,video
"('172.16.48.81', '52.114.112.71', 50039, 3480, 17)",56287,45203,11084,1234,119,50,39,1174,66.63823127746582,29.230833053588867,116,video
"('172.16.48.81', '52.114.112.71', 50039, 3480, 17)",54597,38959,15638,1216,119,50,36,1186,86.68732643127441,24.672269821166992,128,video
"('172.16.48.81', '52.114.112.71', 50039, 3480, 17)",52522,41827,10695,1208,114,50,39,1157,86.54975891113281,23.345232009887695,116,video
"('172.16.48.81', '52.114.112.71', 50039, 3480, 17)",52612,27659,24953,1195,119,50,27,1195,134.39321517944336,40.25125503540039,116,video
"('172.16.48.81', '52.114.112.71', 50039, 3480, 17)",54432,37478,16954,1214,119,50,34,1165,92.44990348815918,30.167341232299805,116,video
"('172.16.48.81', '52.114.112.71', 50039, 3480, 17)",51680,39948,11732,1206,119,50,39,1112,131.4539909362793,39.23940658569336,128,video
"('172.16.48.81', '52.114.112.71', 50039, 3480, 17)",53968,27668,26300,1225,119,50,26,1221,114.66169357299805,47.232627868652344,116,video
"('172.16.48.81', '52.114.112.71', 50013, 3479, 17)",9662,114,9548,221,114,50,1,186,939.4402503967285,26.525497436523438,128,voice
"('172.16.48.81', '52.114.112.71', 50039, 3480, 17)",53586,33596,19990,1242,119,50,32,119,125.18191337585449,45.23038864135742,116,video
"('172.16.48.81', '52.114.112.71', 50039, 3480, 17)",51418,32297,19121,1203,119,50,32,1179,124.96137619018555,34.25264358520508,116,video
"('172.16.48.81', '52.114.112.71', 50039, 3480, 17)",54365,40766,13599,1229,119,50,37,127,119.08745765686035,43.48349571228027,116,video
"('172.16.48.81', '52.114.112.71', 50039, 3480, 17)",54521,21068,33453,1203,119,50,21,119,90.95549583435059,30.87925910949707,128,video
"('172.16.48.81', '52.114.112.71', 50039, 3480, 17)",50730,40103,10627,1218,114,50,38,1131,94.47073936462402,30.72214126586914,116,video
"('172.16.48.81', '52.114.112.71', 50039, 3480, 17)",53603,21323,32280,1199,119,50,20,127,206.00557327270508,66.06602668762207,128,video
"('172.16.48.81', '52.114.112.71', 50039, 3480, 17)",55282,15886,39396,1216,119,50,15,1216,144.9425220489502,63.25125694274902,128,video
"('172.16.48.81', '52.114.112.71', 50013, 3479, 17)",9529,114,9415,208,114,50,1,198,939.7609233856201,25.871992111206055,128,voice
"('172.16.48.81', '52.114.112.71', 50039, 3480, 17)",56953,30521,26432,1217,127,50,26,1186,110.47172546386719,42.61136054992676,116,video
"('172.16.48.81', '52.114.112.71', 50039, 3480, 17)",56671,47176,9495,1230,119,50,41,1230,56.59198760986328,31.03017807006836,116,video
"('172.16.48.81', '52.114.112.71', 50039, 3480, 17)",56346,29615,26731,1230,119,50,26,1196,148.86927604675293,64.25690650939941,116,video
"('172.16.48.81', '52.114.112.71', 50039, 3480, 17)",56527,30211,26316,1215,127,50,26,1215,103.2094955444336,60.56499481201172,116,video
"('172.16.48.81', '52.114.112.71', 50039, 3480, 17)",57806,49433,8373,1215,119,50,42,1178,69.88263130187988,56.780099868774414,116,video
"('172.16.48.81', '52.114.112.71', 50039, 3480, 17)",58139,53431,4708,1228,119,50,46,1228,46.97561264038086,14.779806137084961,128,video
"('172.16.48.81', '52.114.112.71', 50039, 3480, 17)",53086,27668,25418,1228,119,50,27,1209,90.35181999206543,40.4820442199707,116,video
"('172.16.48.81', '52.114.112.71', 50039, 3480, 17)",44434,11503,32931,1231,114,50,19,1174,194.19264793395996,43.55597496032715,128,video
"('172.16.48.81', '52.114.112.71', 50013, 3479, 17)",8304,564,7740,203,90,50,6,90,851.630687713623,25.481224060058594,128,voice
"('172.16.48.81', '52.114.112.71', 50039, 3480, 17)",48519,22356,26163,1229,119,50,25,1229,145.79319953918457,34.844398498535156,128,video
"('172.16.48.81', '52.114.112.71', 50039, 3480, 17)",54143,17209,36934,1227,119,50,17,1200,147.15147018432617,64.38684463500977,116,video
"('172.16.48.81', '52.114.112.71', 50039, 3480, 17)",53179,14877,38302,1230,119,50,14,1168,253.18622589111328,67.94476509094238,128,video
"('172.16.48.81', '52.114.112.71', 50039, 3480, 17)",56960,42446,14514,1232,119,50,37,1206,66.3459300994873,24.469852447509766,116,video
"('172.16.48.81', '52.114.112.71', 50039, 3480, 17)",54520,21366,33154,1223,127,50,19,1223,148.50306510925293,56.08415603637695,116,video
"('172.16.48.81', '52.114.112.71', 50039, 3480, 17)",54655,38911,15744,1223,119,50,36,1152,85.37411689758301,37.51063346862793,128,video
"('172.16.48.81', '52.114.112.71', 50039, 3480, 17)",51000,26471,24529,1234,114,50,27,1209,159.3623161315918,50.79030990600586,116,video
"('172.16.48.81', '52.114.112.71', 50039, 3480, 17)",55059,31587,23472,1233,119,50,29,1176,100.24666786193848,32.17053413391113,116,video
"('172.16.48.81', '52.114.112.71', 50039, 3480, 17)",53546,39828,13718,1233,119,50,37,1200,116.06049537658691,34.95454788208008,116,video
"('172.16.48.81', '52.114.112.71', 50039, 3480, 17)",51779,36145,15634,1219,119,50,35,127,125.22220611572266,35.12454032897949,128,video
"('172.16.48.81', '52.114.112.71', 50039, 3480, 17)",56028,22984,33044,1239,119,50,22,1234,89.71738815307617,32.97138214111328,128,video
"('172.16.48.81', '52.114.112.71', 50039, 3480, 17)",55920,30663,25257,1234,119,50,27,1229,118.67213249206543,49.13759231567383,116,video
"('172.16.48.81', '52.114.112.71', 50013, 3479, 17)",10491,1462,9029,1262,86,50,3,195,1504.5464038848877,338.761568069458,128,voice
"('172.16.48.81', '52.114.112.71', 50039, 3480, 17)",54170,35956,18214,1229,119,50,34,1157,95.45040130615234,27.431964874267578,128,video
"('172.16.48.81', '52.114.112.71', 50039, 3480, 17)",52521,33654,18867,1223,119,50,32,1121,100.9368896484375,39.77632522583008,116,video
"('172.16.48.81', '52.114.112.71', 50039, 3480, 17)",54191,39593,14598,1216,119,50,37,1203,128.6470890045166,34.64221954345703,128,video
"('172.16.48.81', '52.114.112.71', 50039, 3480, 17)",54096,30190,23906,1235,119,50,28,1224,95.27468681335449,34.8207950592041,116,video
"('172.16.48.81', '52.114.112.71', 50039, 3480, 17)",53198,35728,17470,1229,119,50,33,1204,113.25192451477051,35.854339599609375,116,video
"('172.16.15.13', '224.0.0.251', 5353, 5353, 17)",15121,15121,0,495,222,50,50,222,228450.36911964417,14642.997741699219,255,other
"('172.16.48.81', '52.114.112.71', 50039, 3480, 17)",51809,39828,11981,1205,114,50,39,1137,127.24661827087402,45.81308364868164,128,video
"('172.16.23.248', '224.0.0.251', 5353, 5353, 17)",17987,17987,0,514,107,50,50,512,519506.94131851196,92530.62868118286,255,other
"('172.16.48.81', '52.114.112.71', 50039, 3480, 17)",54548,24495,30053,1206,119,50,23,1181,79.55551147460938,24.84416961669922,116,video
"('172.16.48.81', '52.114.112.71', 50039, 3480, 17)",53389,36353,17036,1234,119,50,35,1234,103.83892059326172,33.99777412414551,128,video
"('172.16.48.81', '52.114.112.71', 50039, 3480, 17)",53401,33499,19902,1234,119,50,32,1134,95.67999839782715,44.21424865722656,116,video
"('172.16.48.81', '52.114.112.71', 50013, 3479, 17)",9572,328,9244,221,114,50,2,200,925.6620407104492,25.739192962646484,128,voice
"('172.16.48.81', '52.114.112.71', 50039, 3480, 17)",53658,35742,17916,1226,119,50,33,1196,134.41967964172363,38.443565368652344,116,video
"('172.16.48.81', '52.114.112.71', 50039, 3480, 17)",53269,29794,23475,1242,119,50,29,1242,128.24773788452148,57.724714279174805,128,video
"('172.16.48.81', '52.114.112.71', 50039, 3480, 17)",54907,16498,38409,1242,119,50,16,1190,157.80258178710938,61.53988838195801,128,video
"('172.16.48.81', '52.114.112.71', 50039, 3480, 17)",57005,44965,12040,1226,119,50,39,1206,74.33319091796875,33.399343490600586,116,video
"('172.16.48.81', '52.114.112.71', 50039, 3480, 17)",53175,27326,25849,1233,119,50,27,1233,104.13122177124023,29.413461685180664,116,video
"('172.16.48.81', '52.114.112.71', 50039, 3480, 17)",49735,21520,28215,1233,114,50,23,114,140.09881019592285,64.64672088623047,128,video
"('172.16.48.81', '52.114.112.71', 50039, 3480, 17)",54467,42045,12422,1217,119,50,38,127,103.33919525146484,34.60526466369629,116,video
"('172.16.48.81', '52.114.112.71', 50013, 3479, 17)",8755,489,8266,207,114,50,3,147,892.4264907836914,25.71415901184082,128,voice
"('172.16.48.81', '52.114.112.71', 50039, 3480, 17)",54617,36459,18158,1216,119,50,34,1176,81.01630210876465,33.09941291809082,128,video
"('172.16.48.81', '52.114.112.71', 50039, 3480, 17)",50914,23835,27079,1176,119,50,25,1151,128.08847427368164,44.79527473449707,128,video
"('172.16.16.235', '224.0.0.251', 5353, 5353, 17)",33217,33217,0,1067,100,50,50,1067,528701.9581794739,119681.35380744934,255,other
"('172.16.48.81', '52.114.112.71', 50039, 3480, 17)",54025,33690,20335,1211,119,50,31,135,126.75762176513672,43.56265068054199,128,video
"('172.16.48.81', '52.114.112.71', 50039, 3480, 17)",56124,45277,10847,1206,119,50,41,1149,65.5372142791748,35.34889221191406,128,video
"('172.16.48.81', '52.114.112.71', 50039, 3480, 17)",52039,26895,25144,1227,119,50,27,1087,124.63116645812988,36.808013916015625,116,video
"('172.16.48.81', '52.114.112.71', 50039, 3480, 17)",53724,23521,30203,1229,119,50,23,1224,90.4684066772461,33.25223922729492,116,video
"('172.16.48.81', '52.114.112.71', 50039, 3480, 17)",54831,44483,10348,1224,119,50,40,1192,113.95549774169922,44.165611267089844,116,video
"('172.16.48.81', '52.114.112.71', 50039, 3480, 17)",50544,29768,20776,1192,119,50,30,127,135.8468532562256,37.11986541748047,116,video
"('172.16.48.81', '52.114.112.71', 50039, 3480, 17)",53715,31345,22370,1215,119,50,29,1159,79.73575592041016,34.84296798706055,116,video
"('172.16.48.81', '52.114.112.71', 50039, 3480, 17)",51637,34970,16667,1229,114,50,34,1216,119.66991424560547,49.21698570251465,128,video
"('172.16.48.81', '52.114.112.71', 50039, 3480, 17)",52903,31755,21148,1216,119,50,30,1118,100.02946853637695,50.42552947998047,116,video
"('172.16.48.81', '52.114.112.71', 50039, 3480, 17)",53044,32177,20867,1233,119,50,30,1129,100.98409652709961,38.73181343078613,116,video
"('172.16.48.81', '52.114.112.71', 50039, 3480, 17)",52066,35469,16597,1227,119,50,34,1227,141.71648025512695,51.20086669921875,116,video
"('172.16.48.81', '52.114.112.71', 50039, 3480, 17)",55088,34739,20349,1227,119,50,32,1148,73.11892509460449,34.577131271362305,128,video
"('172.16.48.81', '52.114.112.71', 50039, 3480, 17)",52478,38261,14217,1180,119,50,37,1157,115.80872535705566,30.175209045410156,128,video
"('172.16.48.81', '52.114.112.71', 50013, 3479, 17)",6950,4646,2304,262,79,50,35,186,1539.9043560028076,574.1641521453857,116,voice
"('172.16.48.81', '52.114.112.71', 50039, 3480, 17)",53054,28380,24674,1223,119,50,28,1133,99.55835342407227,32.305240631103516,116,video
"('172.16.48.81', '52.114.112.71', 50039, 3480, 17)",54579,25715,28864,1198,119,50,24,1198,80.61575889587402,40.81869125366211,116,video
"('172.16.48.81', '52.114.112.71', 50039, 3480, 17)",54021,39758,14263,1224,119,50,37,1095,99.70784187316895,29.882192611694336,128,video
"('172.16.48.81', '52.114.112.71', 50039, 3480, 17)",51655,27007,24648,1212,119,50,27,1113,94.58184242248535,27.300357818603516,116,video
"('172.16.48.81', '52.114.112.71', 50013, 3479, 17)",8192,4169,4023,202,114,50,26,122,475.51727294921875,21.258115768432617,116,voice
"('172.16.48.81', '52.114.112.71', 50039, 3480, 17)",51040,38770,12270,1199,119,50,38,1143,135.14065742492676,40.78936576843262,116,video
